"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0329955",533.156747220946,560.918607150569,721.10761963622,209.855839509952,171.03913685586,141.636809178578,0.00747351457225106,-1.8019845421895,0.000130865638568402,0.286779828753385,2.12647511433214
"FBtr0304993",403.64379384656,526.910268882653,377.648684637773,142.870303464368,111.033498893423,121.579363845056,0.00786805567218657,-1.78930731141257,0.000144105654732358,0.289310920974216,2.10413257579415
"FBtr0087004",443.273671828726,539.490276237463,493.086394067203,239.747793058299,199.949784802492,247.791877132317,0.00761993324897865,-1.10097508984965,0.000136347954796293,0.46620129276715,2.11804883308654
"FBtr0087621",14669.7100294179,17867.284712494,12397.778090076,5901.58113887917,6183.20340784706,5161.70827119474,0.00657836530085796,-1.36890349496714,9.4536950687974e-05,0.387185412741136,2.18188201353171
"FBtr0336616",400.959370097476,541.788781563524,348.985292988506,59.2715893742982,36.7112483051162,36.4543921873039,0.00786805567218657,-3.30517718805778,0.000144737606713844,0.10116785113267,2.10413257579415
"FBtr0085735",94.6967023225179,102.352131749602,96.3313215330827,12.5155160184233,15.6579144897054,11.1342545089259,0.00415697387076524,-2.90849355423468,2.91133028856754e-05,0.133185270770067,2.3812227053033
"FBtr0303756",290.394619975109,320.704372372194,255.537763241204,131.374543592528,133.269030419221,116.617462917038,0.00832337666723994,-1.17982983454483,0.0001610059586684,0.441403558494738,2.07970045129973
"FBtr0310438",294.965125290232,266.743136430699,323.51039393987,112.732028847211,64.1036469667842,92.4058688969533,0.00868051519584928,-1.74724772385569,0.000175830010210815,0.297869492351962,2.06145449831723
"FBtr0089649",241.416287068329,239.636418503059,176.20718417499,26.3637714973202,38.1894597700098,47.8467417155038,0.00849088534317327,-2.56620834946637,0.000165319722213627,0.168847374400982,2.07104702358312
"FBtr0081004",149.739559454344,157.402844447588,158.022397034702,77.2149698854394,75.587191124829,62.9252629429348,0.00882464987232782,-1.11547959168589,0.000185611477751691,0.461537701977969,2.05430251670869
